date,open,high,low,close,volume
2022-01-25T00:00:00+05:30,215.0,223.94,207.3,220.3,10127430.0
2022-01-24T00:00:00+05:30,228.67,230.18,213.89,217.4,11302407.0
2022-01-21T00:00:00+05:30,237.54,243.87,226.42,228.88,16011225.0
2022-01-20T00:00:00+05:30,237.33,242.76,235.33,240.64,13169817.0
2022-01-19T00:00:00+05:30,224.56,238.33,221.78,236.1,17419707.0
2022-01-18T00:00:00+05:30,228.66,232.0,221.26,224.48,8796375.0
2022-01-17T00:00:00+05:30,230.22,231.32,226.81,227.6,5362749.0
2022-01-14T00:00:00+05:30,222.96,230.78,220.97,229.51,12496032.0
2022-01-13T00:00:00+05:30,217.22,232.57,214.72,222.96,37368864.0
2022-01-12T00:00:00+05:30,219.11,219.89,214.84,216.24,3570975.0
2022-01-11T00:00:00+05:30,216.99,222.0,216.06,217.26,6195654.0
2022-01-10T00:00:00+05:30,218.89,219.38,214.39,215.91,4355451.0
2022-01-07T00:00:00+05:30,216.56,220.56,214.67,216.57,9942858.0
2022-01-06T00:00:00+05:30,210.73,216.33,209.08,213.92,5538114.0
2022-01-05T00:00:00+05:30,212.76,214.08,210.22,211.84,3143358.0
2022-01-04T00:00:00+05:30,212.88,214.22,209.78,212.24,3166245.0
2022-01-03T00:00:00+05:30,213.33,213.99,211.29,211.78,3950694.0
2021-12-31T00:00:00+05:30,213.32,215.33,212.44,213.17,3049884.0
2021-12-30T00:00:00+05:30,216.07,217.01,211.11,212.32,6434955.0
2021-12-29T00:00:00+05:30,216.0,218.33,215.78,217.07,4303980.0
2021-12-28T00:00:00+05:30,222.22,225.33,213.03,214.89,18601326.0
2021-12-27T00:00:00+05:30,205.56,208.76,202.22,203.91,4029192.0
2021-12-24T00:00:00+05:30,207.93,212.11,203.67,206.68,5525442.0
2021-12-23T00:00:00+05:30,212.34,213.89,206.32,207.04,4634910.0
2021-12-22T00:00:00+05:30,208.33,214.44,206.78,209.55,5871564.0
2021-12-21T00:00:00+05:30,216.3,218.67,205.56,206.63,7851897.0
2021-12-20T00:00:00+05:30,211.11,216.08,200.56,212.3,14780682.0
2021-12-17T00:00:00+05:30,233.33,234.85,215.83,217.58,14297877.0
2021-12-16T00:00:00+05:30,246.89,248.88,232.09,234.28,16864524.0
2021-12-15T00:00:00+05:30,257.62,263.74,242.9,246.97,49438809.0
2021-12-14T00:00:00+05:30,232.22,258.11,231.67,254.59,38195784.0
2021-12-13T00:00:00+05:30,235.44,243.17,230.0,234.64,20236716.0
2021-12-10T00:00:00+05:30,225.43,240.0,225.23,233.54,25770123.0
2021-12-09T00:00:00+05:30,229.77,232.1,224.0,227.41,12878955.0
2021-12-08T00:00:00+05:30,219.89,234.33,218.11,228.55,40911408.0
2021-12-07T00:00:00+05:30,209.18,218.89,206.56,216.12,17859528.0
2021-12-06T00:00:00+05:30,209.99,218.22,202.78,205.37,30585879.0
2021-12-03T00:00:00+05:30,212.89,216.41,204.44,208.62,40485087.0
2021-12-02T00:00:00+05:30,186.0,215.44,183.56,211.0,62825058.0
2021-12-01T00:00:00+05:30,174.67,186.11,172.4,183.54,22664061.0
2021-11-30T00:00:00+05:30,171.53,177.44,170.71,173.32,11965131.0
2021-11-29T00:00:00+05:30,169.33,175.33,158.39,169.82,9320067.0
2021-11-26T00:00:00+05:30,174.44,175.98,167.22,168.71,7411725.0
2021-11-25T00:00:00+05:30,175.33,179.44,174.44,177.68,5034213.0
2021-11-24T00:00:00+05:30,179.8,182.22,173.99,175.04,9542934.0
2021-11-23T00:00:00+05:30,168.89,179.44,167.21,177.79,12193830.0
2021-11-22T00:00:00+05:30,181.33,182.22,165.01,170.47,15822225.0
2021-11-18T00:00:00+05:30,174.11,180.54,168.29,178.16,16249761.0
2021-11-17T00:00:00+05:30,173.58,176.39,171.24,173.34,10701756.0
2021-11-16T00:00:00+05:30,166.88,174.22,166.88,173.12,17690328.0
2021-11-15T00:00:00+05:30,159.33,169.44,159.33,165.64,22166001.0
2021-11-12T00:00:00+05:30,158.89,159.44,156.67,157.48,4246452.0
2021-11-11T00:00:00+05:30,159.11,159.11,155.89,158.03,3245247.0
2021-11-10T00:00:00+05:30,154.44,160.37,153.44,158.36,7691949.0
2021-11-09T00:00:00+05:30,156.31,157.67,154.89,155.26,3424509.0
2021-11-08T00:00:00+05:30,154.85,156.11,153.56,155.53,3745593.0
2021-11-03T00:00:00+05:30,150.53,152.98,148.44,150.24,4805235.0
2021-11-02T00:00:00+05:30,151.0,151.88,149.07,149.82,2449575.0
2021-11-01T00:00:00+05:30,148.6,151.97,147.34,150.26,3479022.0
2021-10-29T00:00:00+05:30,145.56,152.22,141.25,147.13,5024880.0
2021-10-28T00:00:00+05:30,151.47,151.47,145.0,146.54,3368277.0
2021-10-27T00:00:00+05:30,152.56,153.34,147.83,151.48,4807377.0
2021-10-26T00:00:00+05:30,143.33,153.33,143.33,151.55,6397272.0
2021-10-25T00:00:00+05:30,147.78,148.13,140.18,142.05,4652730.0
2021-10-22T00:00:00+05:30,150.56,154.97,140.71,146.54,4477590.0
